0,1,2,3,4,5,6,7
50,38.35356668,-6.63869562,6,1,20,1,2008
1062.351942,35.87817211,-5.89186837,1,5,660.9751382,1,1996.814686
200,29.67098869,-4.7268496,16,3,120,1.000000027,2006
1062.351942,38.96294513,-10.47656619,80,53,280,1,2006
200,38.89040167,-6.55790327,6,1,40,1,1987
1062.351942,35.51217404,-4.44803987,21,2,221,0.99999994,2008
1062.351942,31.45311103,-1.19438963,18,7,3276.478901,1.00000003,1996.814686
250,30.21673046,-4.34106206,16,2,950,1.000000036,2007
500,30.12668109,-4.23637808,16,2,1430,1,1978
1062.351942,33.0795039,-3.00965923,19,7,3099.084798,0.99999997,1996.814686
1062.351942,35.54217277,-10.80885305,10,2,306.4512592,1,1978
1062.351942,33.23583842,-3.56601953,17,3,400.4266249,1,1996.814686
1062.351942,39.04298326,-4.99423737,4,4,110,0.999999963,1962
1062.351942,34.56343795,-4.09374985,13,1,256,1,2010
1062.351942,30.65026741,-3.55486258,16,1,150,1,2002
50,36.95075936,-11.31324316,10,1,1,1,2011
10,37.17489041,-3.21646394,3,5,75,1.000000047,1999
1000,37.61640658,-3.56996907,3,2,320,1.000000024,2010
1062.351942,33.69790014,-3.26949691,17,2,400.4433806,1,1996.814686
1062.351942,31.7673009,-3.0251057,18,8,3151.376525,0.999999958,1996.814686
50,35.63048144,-7.71054858,11,1,1,1,2000
1062.351942,33.80508085,-9.1306743,12,4,143.310816,0.99999994,1996.814686
1062.351942,36.90832887,-3.33074309,2,7,120,1.000000054,2004
1062.351942,36.87553547,-3.3445666,2,7,120,1,2005
1062.351942,31.48904738,-3.26790435,18,4,499.8033505,1.000000027,1996.814686
1062.351942,33.23267014,-9.26648533,12,2,103.0050126,1,1996.814686
1062.351942,36.55702857,-6.37279744,1,1,45.14662305,1.000000007,1996.814686
1062.351942,31.66327256,-1.08048548,18,7,3235.256228,1.000000056,1996.814686
1062.351942,37.48747402,-6.82950072,5,6,90,1.000000069,1997
1062.351942,33.35647131,-2.06349369,20,4,804,1,2000
1062.351942,34.44864527,-2.02266257,20,2,600,0.999999982,1997
50,37.02381013,-5.5923447,21,5,1,1.000000039,2004
100,34.22303933,-9.3449213,11,3,377.7121818,1,2000
1062.351942,31.57239755,-1.42926609,18,2,464.2126253,1,1996.814686
1062.351942,31.4647567,-2.77016894,18,4,499.9514887,1.00000002,1996.814686
1062.351942,36.77862138,-2.55618033,2,6,370,1.000000005,2012
1062.351942,33.87310388,-9.29061569,12,4,143.266041,1.000000028,1996.814686
1062.351942,32.071081,-5.06726885,14,4,1114.558133,1,1996.814686
50,34.71064345,-5.18676616,13,2,50,1.000000021,2000
500,34.64835709,-9.31731152,11,4,305,1,2008
1062.351942,32.95155946,-3.77939282,17,3,400.4293907,1,1996.814686
1062.351942,32.99370088,-2.69044203,19,7,3038.669168,0.999999978,1996.814686
1062.351942,31.6012707,-2.93012242,18,8,3136.815948,0.999999976,1996.814686
20,36.84150658,-3.49366766,2,2,150,0.999999974,1996.814686
1062.351942,33.86126585,-8.68481006,12,7,88.33347449,1,1996.814686
1062.351942,32.54432125,-4.07660522,17,3,516.760681,0.999999936,1996.814686
1062.351942,38.32726235,-4.4646702,4,1,1,0.999999981,2008
1062.351942,34.68859705,-9.69622598,11,5,50,1,2007
1062.351942,32.41352249,-9.09504292,12,6,73.26830448,1,1996.814686
30,39.88898115,-10.13363156,18,2,1,1,2006
1062.351942,31.19411613,-3.06136744,18,4,450.0426641,0.999999973,1996.814686
1062.351942,31.64732214,-2.78450823,18,4,499.9251622,0.99999996,1996.814686
1062.351942,33.86084491,-9.59608383,12,3,143.2416361,0.999999969,1996.814686
20,37.82346185,-6.7716987,5,2,150,1,2004
1062.351942,32.78502522,-5.41803094,14,5,32.34870833,1.000000033,1996.814686
1062.351942,37.44310991,-6.29976667,5,6,1,1.000000064,1974
1062.351942,37.88687839,-6.86199999,5,2,1,0.999999969,1972
50,39.1857105,-6.89259326,7,2,150,1,1996.814686
1062.351942,31.65326799,-1.59857903,18,3,465.4102026,1.000000022,1996.814686
2000,34.98887131,-8.91132497,11,4,40,1,2010
1062.351942,39.6002343,-10.02772132,80,62,200,1,1987
1062.351942,34.35839958,-8.69424705,12,7,228.1767844,1.000000015,1996.814686
1062.351942,34.45547821,-1.24644694,20,1,1600,0.999999919,2008
1062.351942,33.78421925,-8.77994557,12,7,88.33356826,1,1996.814686
1062.351942,39.52711433,-6.98874758,7,3,50,1,1970
1062.351942,34.56387749,-1.72068493,20,2,400,1.000000025,1996
1062.351942,29.80857829,-4.46052001,16,2,590,1,1996
400,37.41877342,-10.91557638,10,1,1,1,2009
1062.351942,33.54480544,-8.9288387,12,2,143.3352606,0.999999945,1996.814686
1062.351942,32.17244285,-3.64330972,17,5,450.1130583,0.999999936,1996.814686
1062.351942,34.08915375,-3.12214007,17,2,300.7536438,1,1996.814686
1062.351942,39.55938321,-9.70159734,80,23,1,1,2010
1000,34.94546531,-8.86866011,11,4,250,1,2009
1062.351942,32.06591365,-8.68875072,15,2,450,1,1986
500,34.68050209,-8.84136926,11,4,80,0.999999973,1978
1200,30.26413388,-4.52564753,16,2,560,1,1977
1062.351942,33.16358148,-2.54645921,19,2,82.82662517,1.00000005,1996.814686
1062.351942,35.0800974,-5.32212056,13,3,2500,1,2009
1062.351942,33.43789893,-4.42476057,14,2,318.6274102,1,1996.814686
1062.351942,30.90475149,-5.10070113,16,3,1050,1.000000044,2010
1062.351942,30.75435201,-2.00E-08,17,1,383.8565661,1,1996.814686
20,39.08229758,-10.9753631,90,33,36,1.000000018,2004
1062.351942,35.98642477,-10.73055089,10,5,540,1.000000036,1983
1062.351942,31.7799078,-7.80637606,15,2,300,1.000000021,1972
40,38.33493265,-6.45446888,6,1,12,0.99999996,2010
500,36.70397575,-8.12006358,5,3,450,1,1997
300,36.70991445,-6.64260892,5,1,632,1.000000048,1997
500,31.52365762,-8.17864388,15,2,50,0.999999979,1972
1062.351942,35.7005422,-3.81945703,21,1,245,0.999999941,2012
1062.351942,30.75435201,-2.00E-08,17,1,383.8565661,1,1996.814686
1062.351942,33.20344175,-9.07440778,12,6,73.11000251,1,1996.814686
1062.351942,38.76743559,-5.17227682,4,3,600,1,2008
1000,35.63419525,-7.85014451,11,1,1,1.000000054,1984
1062.351942,39.67094346,-7.90660636,60,60,32,1,1996.814686
1062.351942,36.8272342,-3.18469585,2,7,120,1.000000041,2006
1062.351942,32.06802448,-8.68938706,15,2,59,1,1986
1062.351942,39.8543204,-7.78306327,60,63,230,1,1996.814686
1062.351942,35.76391894,-8.08918663,11,7,1,0.999999971,2009
1062.351942,33.01476219,-8.43639754,12,1,599.5363089,1.000000013,1996.814686
1062.351942,31.51225219,-1.13959123,18,7,3262.3673,0.999999942,1996.814686
1062.351942,33.72402918,-8.93211477,12,2,103.0624871,1,1996.814686
1062.351942,33.85161987,-8.82993517,12,7,88.33370567,1.000000074,1996.814686
1062.351942,34.88475031,-4.89751605,13,2,1,1,2010
1062.351942,34.95840922,-8.51078169,11,2,1,0.999999995,2000
1000,35.2725042,-8.19550192,11,2,13.4634961,1.000000028,1996.814686
30,38.34276796,-6.60873088,6,1,50,1.000000011,2010
25000,34.71600987,-9.12973959,11,4,25,0.999999966,1987
50,39.77883219,-10.60671713,99,1,150,1,2011
1500,37.89233459,-4.36699297,3,3,500,0.999999947,1978
1062.351942,37.59718978,-3.08465534,3,1,1,1.000000029,1962
50,33.50998861,-2.15235319,20,4,100,0.999999913,1978
1062.351942,33.78466711,-3.72624692,17,8,3389.044821,1,1996.814686
1062.351942,30.75176889,-2.54922891,18,30,1218.141861,1,1996.814686
1062.351942,34.89458362,-4.49407781,13,2,1,0.99999998,1990
500,34.89930829,-9.20451104,11,4,40,1,2010
500,34.9203231,-8.83707693,11,4,40,1,2009
1062.351942,30.49985221,-2.5554993,18,30,1217.724846,1,1996.814686
1062.351942,31.77582328,-1.33162743,18,6,1590.248891,1,1996.814686
1062.351942,32.85025146,-9.01509636,12,6,73.17856249,1,1996.814686
1062.351942,36.78231907,-3.36937009,2,7,400,1,2012
10,38.23544422,-6.63641192,6,1,100,0.999999969,1982
10,35.88015611,-3.25083059,24,30,200,0.999999976,2009
1062.351942,34.5688417,-8.91716508,11,4,20,1.000000034,1978
1062.351942,33.82643865,-9.52747959,12,3,143.2515413,0.999999969,1996.814686
1062.351942,30.35823687,-5.56948805,15,1,100,0.999999962,1985
1062.351942,33.24244114,-9.31914172,12,5,36.71967296,1,1996.814686
1000,37.82287905,-4.14888473,3,3,450,1.000000074,2011
1062.351942,33.93868915,-9.61165417,12,3,143.2413803,1,1996.814686
1062.351942,37.35509612,-3.40154092,3,4,1,0.999999945,1976
1062.351942,33.10016187,-3.81255032,17,3,367.1343528,1.000000051,1996.814686
500,36.65057433,-3.2526794,2,2,150,0.999999972,2000
1062.351942,33.10623082,-9.03216574,12,6,73.12715758,1,1996.814686
1062.351942,34.96353666,-4.67802251,13,2,30,0.999999979,2010
1062.351942,37.95878138,-4.43495404,3,3,140,0.999999987,2002
1062.351942,36.97044487,-3.34985393,2,7,90,1,2002
750,29.88356158,-4.59970578,16,2,570,1.000000033,2005
1062.351942,38.93735313,-6.70497547,6,2,1,0.999999968,1988
1062.351942,33.35805782,-2.07269915,20,4,1,1,2009
1062.351942,37.08879175,-6.01081035,5,1,700,0.999999971,1996
1062.351942,34.64498869,-4.74212404,13,4,111,0.999999977,2005
1062.351942,32.16614798,-3.64794666,17,5,450.1130495,0.999999997,1996.814686
1062.351942,32.91684591,-2.84922488,19,7,3109.612692,1,1996.814686
20,38.4687019,-5.13246175,4,2,120,1.000000037,1999
1062.351942,33.00023911,-2.07363796,19,1,350,0.999999982,1982
1062.351942,34.98778437,-4.64321463,13,2,1,1.00000002,2000
10,39.33063258,-10.99280378,90,33,630,1,2006
1062.351942,35.53081946,-4.50268446,21,2,270,0.999999973,2008
1062.351942,33.333789,-8.95920754,12,2,143.327579,1.000000035,1996.814686
1062.351942,33.2773436,-4.20136566,14,1,639.0571749,1,1996.814686
500,37.50789059,-6.26635194,5,6,1,0.999999951,2005
1062.351942,33.0591187,-8.5683947,12,1,599.5409235,1,1996.814686
1062.351942,38.9738897,-5.12551864,4,4,100,1.000000025,1996.814686
50,36.83283068,-6.09538776,5,1,250,0.999999985,2006
1062.351942,31.73311371,-2.47636967,18,8,3666.894435,1.000000046,1996.814686
1062.351942,35.62759083,-6.03113722,1,5,654.6349769,1,1996.814686
1062.351942,39.09126059,-4.9549518,4,8,200,1.000000047,2009
2000,35.06153079,-7.91507677,11,1,1,1.000000034,1989
1062.351942,31.80083428,-1.31490138,18,6,1592.278928,1,1996.814686
2000,35.87761667,-7.42197042,11,1,1,1.00000007,1991
1062.351942,38.70152604,-5.13617489,4,3,1000,1,2004
6,37.43964118,-3.31993627,3,4,30,1.000000038,2008
1062.351942,39.24417821,-7.36829284,6,4,500,1,2007
500,34.63225535,-8.72031632,11,4,55,1.000000036,2009
100,38.79470824,-10.57239234,90,33,1700,1.000000037,1975
1062.351942,37.5816604,-3.2649629,3,4,1,0.999999974,1960
1062.351942,31.83342547,-2.00E-08,19,2,506.6600338,0.999999988,1996.814686
5000,34.3039125,-9.5043126,11,3,146.4830759,1,2003
1062.351942,32.50515031,-3.91165507,17,3,3428.256292,1.000000017,1996.814686
1062.351942,31.82275005,-2.00E-08,19,6,1664.00992,1.000000042,1996.814686
1062.351942,39.76790839,-10.37243798,99,1,800,0.99999998,1986
1000,35.62422947,-7.86001982,11,1,1,1,1984
1062.351942,31.04447027,-7.50921781,15,3,1,1,1987
1062.351942,31.45223354,-1.29523982,18,7,3290.198386,1.000000058,1996.814686
1062.351942,35.06630886,-5.85530454,13,3,250,1,1974
1062.351942,35.63768716,-6.32118,1,5,659.9539807,1,1996.814686
1062.351942,33.0849318,-3.75139073,17,3,367.1208769,0.99999999,1996.814686
1062.351942,35.91196769,-5.79362559,1,6,139.139389,1.000000033,1996.814686
1062.351942,36.76604605,-3.39285751,2,7,210,0.999999943,2011
250,30.12658076,-4.43681809,16,2,320,0.999999984,2008
1062.351942,37.56451071,-4.18247567,3,3,87,1,2011
1062.351942,33.30381177,-8.95958218,12,2,143.3268431,0.999999982,1996.814686
100,38.80660601,-10.56479172,90,33,2530,0.999999957,1974
1062.351942,33.69121711,-9.45005507,12,4,143.2154193,1.000000027,1996.814686
1062.351942,32.74750562,-5.630633,14,5,32.31150557,0.999999998,1996.814686
1062.351942,32.71120577,-8.81026548,12,6,73.18950934,1,1996.814686
1062.351942,33.06037263,-3.83408324,17,3,367.1351703,1.000000016,1996.814686
1062.351942,30.5365143,-3.79134872,16,1,450,1,1988
1062.351942,34.73579846,-11.16676157,10,3,86,1.000000023,1990
1062.351942,36.36552941,-8.77905499,5,4,1,1,1995
1062.351942,39.11013687,-4.75461109,4,8,1,1,1961
1062.351942,37.67816216,-3.69879186,3,2,80,1,1972
1062.351942,31.35287524,-7.68709583,15,3,1,1,1984
250,30.01709818,-4.33258278,16,2,50,0.999999966,1982
1062.351942,30.70845573,-3.59108444,16,1,450,1,2010
1062.351942,33.83495799,-3.76408399,17,8,3490.486798,0.999999983,1996.814686
1062.351942,36.65864318,-3.3307891,2,2,150,0.999999928,2002
500,30.39148972,-5.10506992,16,3,150,0.999999979,1997
1062.351942,31.83342547,-2.00E-08,19,2,506.6600338,0.999999988,1996.814686
1062.351942,37.29307888,-3.2217387,3,4,1,1,1976
1062.351942,33.99969741,-3.56849388,17,2,334.7983576,1,1996.814686
500,31.53969095,-7.90807484,15,4,571.6823779,1.000000009,1991
1062.351942,30.74937852,-3.41197674,16,1,500,1,2008
1062.351942,37.59776312,-6.89558991,5,5,450,1,1970
1062.351942,34.84539417,-4.26244399,13,1,230,1.000000027,1998
1062.351942,36.90794506,-3.17881406,2,7,96,0.999999958,2009
10,35.73363834,-3.30450464,24,30,150,1,1992
1062.351942,37.37037474,-3.30815036,3,4,100,1,1963
1062.351942,35.86593887,-5.97347421,1,5,661.6844082,1,1996.814686
1062.351942,39.73445071,-10.84665973,9,4,1,1,1982
1062.351942,33.04857289,-1.84987437,19,1,300,1.000000041,1999
1062.351942,32.6262126,-9.24781007,12,6,73.25026927,1,1996.814686
1062.351942,38.69103275,-10.87666127,90,63,36,1.000000017,1978
1062.351942,30.51219714,-2.50530793,18,30,1217.667505,1,1996.814686
1062.351942,31.82275005,-2.00E-08,19,6,1664.00992,1.000000042,1996.814686
1062.351942,33.02122705,-3.74548548,17,3,367.1146097,1.000000018,1996.814686
1062.351942,33.76897675,-9.57524712,12,3,143.2428484,1,1996.814686
1062.351942,33.43091711,-4.38908379,14,2,318.9320014,1,1996.814686
1062.351942,31.87632762,-3.15255484,18,8,3157.285021,0.999999962,1996.814686
1062.351942,31.82275005,-2.00E-08,19,6,1664.00992,1.000000042,1996.814686
1062.351942,33.59620292,-9.3522683,12,4,143.2394587,1,1996.814686
1062.351942,35.25506862,-4.30052711,21,1,150,0.999999953,2010
1062.351942,39.68832862,-7.9593708,60,60,50,1,1996.814686
1062.351942,36.03263045,-10.53104474,10,5,900,1,2010
1062.351942,33.61237059,-8.87481184,12,2,599.6225186,1,1996.814686
1062.351942,33.8783666,-9.63286017,12,3,143.2364827,0.999999969,1996.814686
1062.351942,30.71672742,-1.28905466,18,1,464.4648386,1.000000022,1996.814686
1062.351942,38.86287361,-7.16541013,60,33,500,1,1997
1062.351942,30.4743807,-3.59878746,16,1,350,1,1990
1062.351942,32.0258239,-8.93900583,15,2,200,1,1984
1062.351942,40.30198716,-10.32095944,99,1,500,1.000000025,1971
1062.351942,38.78345753,-5.10821911,4,3,150,1,1999
1062.351942,34.29424585,-8.6421956,12,7,88.33394584,1.000000044,1996.814686
1062.351942,40.11676805,-10.28367558,9,5,270,1,1996.814686
1062.351942,30.75435201,-2.00E-08,17,1,383.8565661,1,1996.814686
1062.351942,36.35396378,-6.22393508,1,1,44.05018145,0.99999995,1996.814686
1062.351942,30.75435201,-2.00E-08,17,1,383.8565661,1,1996.814686
1062.351942,39.46211242,-8.85092324,80,13,600,0.99999995,1996.814686
1062.351942,31.36602526,-7.97201012,15,3,1,1.000000021,1974
1062.351942,31.82275005,-2.00E-08,19,6,1664.00992,1.000000042,1996.814686
600,29.69182833,-4.83944178,16,3,450,1.000000028,2009
200,34.89217109,-11.35532944,10,3,86,1.000000028,2008
1062.351942,36.04584041,-5.92990107,1,5,667.4558505,1,1996.814686
1062.351942,38.36129061,-9.94014777,80,43,350,0.999999987,1978
1062.351942,34.59648052,-9.08290229,11,4,25,0.999999989,1994
1062.351942,32.94752532,-9.32481172,12,5,102.4984798,1,1996.814686
1062.351942,33.50643109,-3.28863325,17,8,3417.00495,1,1996.814686
1062.351942,34.06791698,-3.17625599,17,2,300.8966677,1,1996.814686
5000,37.16959606,-10.87676104,10,1,1,1,1998
1062.351942,35.70202678,-5.63404591,1,6,164.79458,1,1996.814686
1000,34.41769364,-9.21264691,11,4,75,1,2000
200,36.85533064,-7.95071025,5,3,300,1.00000006,1984
1062.351942,31.86585448,-8.65868897,15,2,240,1,2008
1062.351942,33.46782217,-4.03006799,14,2,317.3297849,1,1996.814686
200,36.714157,-8.73986417,5,4,203,1.000000025,1995
1062.351942,36.55763103,-6.23339413,1,3,329.4864679,1,1996.814686
2000,36.6901363,-3.34459861,2,2,200,1.000000052,1999
1062.351942,35.51442025,-4.41280954,21,2,215,0.999999974,2005
1062.351942,37.52655685,-3.3144532,3,4,1,1,1972
1062.351942,30.75435201,-2.00E-08,17,1,383.8565661,1,1996.814686
1062.351942,36.77188524,-3.1465134,2,7,360,1,2008
500,34.65294448,-11.10267439,10,3,98,1.000000022,1992
500,38.189668,-6.84613413,5,2,160,1.000000023,2002
50,39.73442461,-10.56919171,99,1,450,0.999999974,2012
30,36.98516699,-3.56223676,21,4,200,0.999999959,2000
1062.351942,34.33972708,-8.61393801,12,7,88.33395405,1.000000048,1996.814686
1062.351942,30.03804351,-4.77413286,16,2,1200,1,1976
1062.351942,34.67761089,-5.04209532,13,2,1,0.999999968,2010
1062.351942,33.45691647,-8.56654494,12,1,599.5088988,1.000000077,1996.814686
1062.351942,36.83183178,-3.52725556,2,2,300,1,1970
1062.351942,31.45298632,-2.13334776,18,3,399.5879532,0.999999985,1996.814686
1062.351942,33.72743813,-8.95106078,12,2,103.0724259,1,1996.814686
1062.351942,36.94719085,-2.9594595,2,6,200,1.000000013,2008
1062.351942,36.41670102,-6.22015672,1,3,364.2533952,1,1996.814686
1062.351942,37.04899808,-5.84463878,21,5,1,1.000000061,2008
200,34.4015168,-9.61540484,11,3,14.66682185,1,2008
1062.351942,33.35584599,-4.02026539,14,2,321.6223171,1,1996.814686
250,30.20482368,-4.50371347,16,2,210,1,1988
300,36.95971049,-7.69740663,5,3,300,0.99999995,1995
1062.351942,36.84681264,-3.36932707,2,7,400,1,2012
1062.351942,33.46719471,-2.15195843,20,4,350,1,2004
1062.351942,33.10638261,-4.8807539,14,3,1113.255099,0.999999987,1996.814686
1062.351942,36.65697271,-8.13354916,5,3,120,0.999999916,2004
1062.351942,31.82275005,-2.00E-08,19,6,1664.00992,1.000000042,1996.814686
7200,35.91834892,-3.17692667,24,30,100,0.999999976,2002
500,36.48669063,-8.0823985,5,3,500,1.000000043,2008
1062.351942,35.63182868,-10.26251276,10,2,300,1.000000031,1995
1062.351942,34.58307637,-9.0613773,11,4,50,1,1978
50,39.18336934,-8.14122174,60,53,1,0.999999992,2006
20,36.88414665,-11.44710356,10,1,1,1,1999
1062.351942,36.23490716,-6.17159079,1,4,367.9438264,1,1996.814686
50,36.96195662,-11.3119134,10,1,1,1,2011
1062.351942,36.72938267,-6.08425531,1,3,329.8634488,1,1996.814686
1500,37.54983568,-3.54812862,3,2,400,1.000000006,2009
1062.351942,37.33476236,-3.30046366,3,4,100,1.000000024,1972
10,35.66085777,-3.3252079,24,30,250,0.999999979,2002
1062.351942,34.21765613,-2.97432722,17,1,450,1,2008
1062.351942,36.35436543,-8.81788385,5,4,309,1.000000017,1995
1062.351942,35.33758379,-10.45739934,10,2,435.9330696,1.000000029,1984
1062.351942,33.42849515,-7.45825658,12,1,599.514678,0.999999942,1996.814686
1062.351942,32.8186052,-4.27140543,14,1,672.5862076,1,1996.814686
20,36.68729462,-3.58425942,2,2,100,1.000000024,2010
500,34.50392432,-9.87356716,11,5,95,0.999999973,1992
1062.351942,33.31855816,-2.6736728,19,4,433.383772,0.999999931,1996.814686
1062.351942,32.04720198,-8.86304324,15,2,60,1,1984
500,34.76969867,-9.12297853,11,4,130,0.999999965,2009
1062.351942,39.15988725,-6.90254757,7,2,1,1,2010
1062.351942,37.51103348,-3.26130463,3,4,1,0.999999971,1996.814686
1062.351942,37.88913692,-4.26978864,3,3,80,1,2003
1200,34.99999697,-8.46718958,11,2,265.0530462,1,2000
10,39.30951061,-10.66709242,90,33,150,1,1996.814686
2000,36.04384037,-10.99183394,10,5,360,1,1999
20,37.819264,-6.77130648,5,2,250,0.999999982,2004
50,38.11780585,-10.92589018,90,63,85,1.000000051,1996.814686
10,36.92693499,-3.46538763,2,7,159,0.999999932,1968
1062.351942,32.88066822,-2.01163745,19,1,1000,1,2011
1062.351942,33.82500278,-9.44602467,12,3,143.2649701,1,1996.814686
1062.351942,33.09165496,-2.99658524,19,7,3091.68013,0.999999975,1996.814686
1062.351942,32.65185323,-3.84954464,17,3,400.5140782,1,1996.814686
1062.351942,33.64477524,-2.8630691,17,2,566.6469317,1,1996.814686
6000,35.57900029,-7.86736004,11,1,1,1,1985
1062.351942,37.23667961,-7.10013213,5,6,130,1.000000045,1980
1000,37.32334128,-11.44864298,10,1,1,1,2007
1062.351942,30.62028881,-7.36693972,15,3,1,1,1974
2400,34.85214846,-8.66717288,11,2,1,0.999999934,1996.814686
1062.351942,36.93386583,-7.13289579,5,1,200,1.00000003,1982
1062.351942,30.95668868,-2.7845813,18,4,499.9920994,1,1996.814686
